componente,anoPlanilha,habilidade,descricao,ondas,agrupamento,moduloOndas,aulaOndas,paginaCaderno,aulaPF,sugestoes,complementar
Matemática,1º,EF01MA13,"Relacionar figuras geométricas espaciais (cones, cilindros, esferas e blocos retangulares) a objetos familiares do mundo físico.",1.0,1º e 2º,Módulo 5,Aula 24,49 e 50,MAT_Unidade_12: Figuras geométricas tridimensionais,"Solicitar que os alunos analisem a sala de aula e desenhem osobjetos existentes de acordo com as formas geométricasestudadas. Exemplo: Quadro (retângulo).","História: Meus Heróis
Autor: Almeida Júnior
Narradora: Profa Sara dos Santos Rocha"
Matemática,1º,EF02MA01SE,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero),1.0,1º e 2º,Módulo 5,Aula 24,49 e 50,MAT_Unidade_12: Figuras geométricas tridimensionais,"Solicitar que os alunos analisem a sala de aula e desenhem osobjetos existentes de acordo com as formas geométricasestudadas. Exemplo: Quadro (retângulo).","História: Meus Heróis
Autor: Almeida Júnior
Narradora: Profa Sara dos Santos Rocha"
Ciências,1º,EF01CI01,"Identificar, descrever e comparar de que materiais foram feitos os diferentes objetos do cotidiano, investigando e discutindo a origem da fonte da matéria-prima, os modos como são descartados no ambiente e como podem ser usados de forma mais consciente na cidade e no campo.",1.0,1º e 2º,Módulo 5,Aula 25,51 e 52,CIE_Unidade_10: Os materiais,"Trazer diferentes exemplos de materiais artificiais e materiaisnaturais e pedir para que os alunos façam essa identificação.","História: Brinquedos Falantes
Autor: Almeida Junior
Narradora: Profa Sara dos Santos Rocha"
Ciências,1º,EF02CI01,"Identificar de que materiais (metais, madeira, vidro etc.) são feitos os objetos que fazem parte da vida cotidiana, como esses objetos são utilizados e com quais materiais eram produzidos no passado.",1.0,1º e 2º,Módulo 5,Aula 25,51 e 52,CIE_Unidade_10: Os materiais,"Trazer diferentes exemplos de materiais artificiais e materiaisnaturais e pedir para que os alunos façam essa identificação.","História: Brinquedos Falantes
Autor: Almeida Junior
Narradora: Profa Sara dos Santos Rocha"
Cidadania e Convivência em Paz,1º,EF05HI04,"Compreender a noção de cidadania e associar aos princípios de respeito à diversidade, à pluralidade e aos direitos humanos.",1.0,1º e 2º,Módulo 6,Aula 26,53 e 54,CIC_Unidade_01: Cidadania e Convivência na escola,"Fazer uma roda de conversa e confeccionar junto com os alunoso quadro das palavras mágicas.","História: O Chapéu de Palha Histórias de Minervina.
Autora: Isabel Melo
Narradora: Luciana Celi"
Língua Portuguesa,1º,EF01LP07,Identificar fonemas e sua representação por letras.,1.0,1º e 2º,Módulo 6,Aula 27,55 e 56,"LP_Unidade_08: Jogos, mitos e lendas","Citar algumas situações e pedir para que os alunos falem qualpalavra melhor se encaixaria nesse momento.","História: Chico, o amigo dos animais
Autor: Almeida Junior
Narradora: Sara dos Santos Rocha"
Língua Portuguesa,1º,EF02LP27,"Escrever e reescrever textos narrativos literários (de autores locais/regionais/contos universais), utilizando as linguagens verbo-visuais, lidos pelo professor.",1.0,1º e 2º,Módulo 6,Aula 27,55 e 56,"LP_Unidade_08: Jogos, mitos e lendas","Citar algumas situações e pedir para que os alunos falem qualpalavra melhor se encaixaria nesse momento.","História: Chico, o amigo dos animais
Autor: Almeida Junior
Narradora: Sara dos Santos Rocha"
Matemática,1º,EF01MA01SE,"Conhecer e aplicar o conceito de adição, inclusive relacionando aos seus sinônimos, priorizando a concretização da adição como um agrupamento de elementos.",1.0,1º e 2º,Módulo 6,Aula 28,57 e 58,MAT_Unidade_01: O Mundo dos Números,"Convidar os alunos a fazer um passeio na escola eescrever quantos alunos possuem nas turmas do 1°ao 5° ano. Depois, destacar qual turma possuimais alunos.","História: Que cor é minha cor?
Autora: Martha Rodrigues
Narradora: Natiara Silva"
Matemática,1º,EF02MA01SE,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero),1.0,1º e 2º,Módulo 6,Aula 28,57 e 58,MAT_Unidade_01: O Mundo dos Números,"Convidar os alunos a fazer um passeio na escola eescrever quantos alunos possuem nas turmas do 1°ao 5° ano. Depois, destacar qual turma possuimais alunos.","História: Que cor é minha cor?
Autora: Martha Rodrigues
Narradora: Natiara Silva"
Matemática,1º,EF01MA01SE,"Conhecer e aplicar o conceito de adição, inclusive relacionando aos seus sinônimos, priorizando a concretização da adição como um agrupamento de elementos.",1.0,1º e 2º,Módulo 6,Aula 28,57 e 58,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,"Convidar os alunos a fazer um passeio na escola eescrever quantos alunos possuem nas turmas do 1°ao 5° ano. Depois, destacar qual turma possuimais alunos.","História: Que cor é minha cor?
Autora: Martha Rodrigues
Narradora: Natiara Silva"
Matemática,1º,EF02MA01SE,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero),1.0,1º e 2º,Módulo 6,Aula 28,57 e 58,MAT_Unidade_16: Para saber mais sobre os sistemas de numeração,"Convidar os alunos a fazer um passeio na escola eescrever quantos alunos possuem nas turmas do 1°ao 5° ano. Depois, destacar qual turma possuimais alunos.","História: Que cor é minha cor?
Autora: Martha Rodrigues
Narradora: Natiara Silva"
Ciências,1º,EF02CI04SE,"Reconhecer as plantas e os animais como seres vivos, a partir da investigação das principais características (movimento, alimentação, reprodução, ciclo de vida etc.) diferenciando-os dos elementos não vivos presentes no bioma local.",1.0,1º e 2º,Módulo 6,Aula 29,59 e 60,CIE_Unidade_05: Animais Vertebrados,"Fazer uma roda de conversa e perguntar aos alunos quaisanimais mamíferos eles já viram e/ou tiveram contato.","História: Vovó tem Alzha ... o quê?
Autora: Veronique Van den Abeele
Narradora: Silvaneide"
Tecnologia,1º,EF15AR26,"Explorar diferentes tecnologias e recursos digitais (multimeios, animações, jogos eletrônicos, gravações em áudio e vídeo, fotografia, softwares etc.) nos processos de criação artística.",1.0,1º e 2º,Módulo 6,Aula 30,61 e 62,TEC_Unidade_02: A história das máquinas e seus tipos,"Propor uma roda de conversa com os alunos e que eles falemexemplos de máquinas simples e compostas que eles possuemem sua casa.","História: O Pinguim e a Preguiça
Autora: Ana Rosa
Narradora: Patrícia Marisa"
Maneiras de pensar e agir,1º,EF01HI03,"Descrever e distinguir os seus papéis e responsabilidades relacionados à família, à escola e à comunidade.",1.0,1º e 2º,Módulo 7,Aula 31,63 e 64,MP_Unidade_03: Comportamentos positivos: direitos e deveres,"Levar à sala de aula figuras que representem ações positivas enegativas, e solicitar aos alunos que sinalize cada uma delas.","História: Bruna e a Galinha D'Angola
Autora: Gercila de Almeida
Narradora: Maria da Conceição"
Maneiras de pensar e agir,1º,EF02HI03,"Selecionar situações cotidianas que remetam à percepção de mudança, pertencimento e memória.",1.0,1º e 2º,Módulo 7,Aula 31,63 e 64,MP_Unidade_03: Comportamentos positivos: direitos e deveres,"Levar à sala de aula figuras que representem ações positivas enegativas, e solicitar aos alunos que sinalize cada uma delas.","História: Bruna e a Galinha D'Angola
Autora: Gercila de Almeida
Narradora: Maria da Conceição"
Língua Portuguesa,1º,EF01LP25,"Produzir, tendo o professor como escriba, recontagens de histórias lidas pelo professor, histórias imaginadas ou baseadas em livros de imagens, observando a forma de composição de textos narrativos (personagens, enredo, tempo e espaço).",1.0,1º e 2º,Módulo 7,Aula 32,65 e 66,LP_Unidade_07: Amigos de lá,"Levar para sala de aula diferentes capas de livros infantis paraque os alunos possam aprender sobre diferentes configuraçõesde livros.","História: O Amigo do Rei
Autora: Ruth Rocha
Narradora: Valdira"
Língua Portuguesa,1º,EF02LP02,"Segmentar palavras em sílabas e remover e substituir sílabas iniciais, mediais ou finais para criar novas palavras.",1.0,1º e 2º,Módulo 7,Aula 32,65 e 66,LP_Unidade_07: Amigos de lá,"Levar para sala de aula diferentes capas de livros infantis paraque os alunos possam aprender sobre diferentes configuraçõesde livros.","História: O Amigo do Rei
Autora: Ruth Rocha
Narradora: Valdira"
Matemática,1º,EF01MA21,Ler dados expressos em tabelas e em gráficos de colunas simples. Objetivos específicos. Comparar afirmações com dados em tabela.,1.0,1º e 2º,Módulo 7,Aula 33,67 e 68,MAT_Unidade_14: Comparação dos números,"Criar junto com os alunos novos gráficos que representem aidades deles, sexo, entre outras caracteristicas, nas quaispodemos explorar em sala de aula.","História: Menina bonita do laço de fita.
Autora: Ana Maria Machado
Narradora: Aline Ávila"
Matemática,1º,EF02MA22,"Comparar informações de pesquisas apresentadas por meio de tabelas de dupla entrada e em gráficos de colunas simples ou barras, para melhor compreender aspectos da realidade próxima.",1.0,1º e 2º,Módulo 7,Aula 33,67 e 68,MAT_Unidade_14: Comparação dos números,"Criar junto com os alunos novos gráficos que representem aidades deles, sexo, entre outras caracteristicas, nas quaispodemos explorar em sala de aula.","História: Menina bonita do laço de fita.
Autora: Ana Maria Machado
Narradora: Aline Ávila"
Ciências,1º,EF01GE1SE,"Identificar e comparar as diferentes formas e paisagens, em seus aspectos socioculturais e histórico-naturais partindo do seu espaço de vivência.",1.0,1º e 2º,Módulo 7,Aula 34,69 e 70,CIE_Unidade_07: Paisagens naturais e culturais,"Solicitar que os alunos desenhem em folhas, imagens querepresentam paisagens naturais e culturais.","História: Cabelo de Lelê
Autora: Valéria Belém
Narrador: Alex Santos"
Ciências,1º,EF02GE04,"Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares.",1.0,1º e 2º,Módulo 7,Aula 34,69 e 70,CIE_Unidade_07: Paisagens naturais e culturais,"Solicitar que os alunos desenhem em folhas, imagens querepresentam paisagens naturais e culturais.","História: Cabelo de Lelê
Autora: Valéria Belém
Narrador: Alex Santos"
Cidadania e Convivência em Paz,1º,EF01HI03,"Descrever e distinguir os seus papéis e responsabilidades relacionados à família, à escola e à comunidade.",1.0,1º e 2º,Módulo 7,Aula 35,71 e 72,CIC_Unidade_02: Profissionais da escola e a responsabilidade no espaço,"Formar duplas e solicitar que cada um da dupla desenhe oamigo. Após, reunir todos em uma roda de conversa, e discutirsobre as diferenças e semelhanças de cada um.","História: A linda Garota de Angola
Autora:Ana Gisélia Vieira
Narrador: Alex Santos"
Cidadania e Convivência em Paz,1º,EF02HI03,"Selecionar situações cotidianas que remetam à percepção de mudança, pertencimento e memória.",1.0,1º e 2º,Módulo 7,Aula 35,71 e 72,CIC_Unidade_02: Profissionais da escola e a responsabilidade no espaço,"Formar duplas e solicitar que cada um da dupla desenhe oamigo. Após, reunir todos em uma roda de conversa, e discutirsobre as diferenças e semelhanças de cada um.","História: A linda Garota de Angola
Autora:Ana Gisélia Vieira
Narrador: Alex Santos"
Maneiras de pensar e agir,1º,EF01GE4,"Discutir e elaborar coletivamente, as regras de convívio em diferentes espaços (sala de aula, escola, etc).",1.0,1º e 2º,Módulo 8,Aula 36,73 e 74,"MP_Unidade_02: Reconhecimento das emoções, empatia e respeito","Apresentar situações em que os alunos possam identificar asemoções. Após reunir todos em uma roda de conversa e citar assituações, pedir para que eles identifiquem quais as emoçõesestão sendo expressas. Exemplo: Quando seu amiguinho estáchorando, o que vocês sentem?","História: Joaninha sem bolinha
Narradora: Patrícia Marisa
Autora: Carolina Rodrigues da Silva Souza"
Maneiras de pensar e agir,1º,EF02HI01,Reconhecer espaços de sociabilidade e identificar os motivos que aproximam e separam as pessoas em diferentes grupos sociais ou de parentesco e exercitar o respeito às diferenças.,1.0,1º e 2º,Módulo 8,Aula 36,73 e 74,"MP_Unidade_02: Reconhecimento das emoções, empatia e respeito","Apresentar situações em que os alunos possam identificar asemoções. Após reunir todos em uma roda de conversa e citar assituações, pedir para que eles identifiquem quais as emoçõesestão sendo expressas. Exemplo: Quando seu amiguinho estáchorando, o que vocês sentem?","História: Joaninha sem bolinha
Narradora: Patrícia Marisa
Autora: Carolina Rodrigues da Silva Souza"
Língua Portuguesa,1º,EF01LP02,"Escrever, espontaneamente ou por ditado, palavras e frases de forma alfabética – usando letras/grafemas que representem fonemas.",1.0,1º e 2º,Módulo 8,Aula 37,75 e 76,LP_Unidade_05: Sentimentos e Emoções,"Distribuir uma folha em branco, solicitar que os alunosdesenhem como é que eles se sentem, por exemplo: alegres,triste, com medo. Depois, reunir em uma roda de conversa ediscutir sobre os sentimentos ou emoções que eles estãosentindo.","História: O Livro da Família
Autor: Todd Parr
Narradora: Silvaneide"
Matemática,1º,EF01MA04,"Contar a quantidade de objetos de coleções até 100 unidades e apresentar o resultado por registros verbais, escritos e simbólicos, com a utilização de portadores numéricos, tais como, fita métrica, quadros de números e calendários, além de álbum de figurinha, jogos e brincadeiras da cultura popular local e regional.",1.0,1º e 2º,Módulo 8,Aula 38,77 e 78,MAT_Unidade_09: Muitos Cálculos,"Distribuir folhas em branco para os alunos, e solicitarque informem nela a quantidade de carteiras, lápis,e/ou objetos que contenham na sala de aula.","História: Eu sinto tanto
Autora :Carol Arruda
Narradora: Áline Avila"
